Gender,EHP,credit_history,Experience,annual_claims,Marital_Status,type,Miles,size,credit,,target
F,656,737,37,2,Married,Car,11963,3,Good,,1
M,296,390,4,3,Married,Car,14646,6,Very Poor,,0
F,457,335,6,2,Single,Truck,11821,1,Very Poor,,0
F,332,665,6,0,Single,Van,11822,8,Fair,,1
M,127,306,5,2,Single,Car,14091,3,Very Poor,,1
M,114,778,12,0,Married,Van,11319,6,Very Good,,1
M,417,428,2,3,Married,Car,14098,3,Very Poor,,1
M,102,789,14,1,Married,Truck,13987,4,Very Good,,1
M,165,620,7,1,Married,Truck,12885,7,Fair,,1
M,162,818,1,3,Single,Car,14370,4,Exceptional,,1
M,126,752,37,0,Married,Truck,5768,7,Very Good,,1
M,154,785,13,0,Married,Truck,6544,8,Very Good,,1
F,552,729,11,0,Married,Car,19523,5,Good,,1
M,138,843,16,4,Single,Utility,5470,7,Exceptional,,1
M,160,725,20,1,Married,Truck,8085,8,Good,,1
F,106,731,17,0,Married,Car,10110,8,Good,,0
M,127,785,6,4,Single,Utility,13093,7,Very Good,,1
M,92,693,30,1,Married,Truck,13721,2,Good,,1
M,154,796,3,1,Married,Van,11427,2,Very Good,,1
M,130,628,4,2,Single,Car,63877,4,Fair,,1
M,83,761,24,0,Single,Utility,5017,6,Very Good,,0
F,344,644,5,1,Single,Truck,14784,5,Fair,,1
M,88,674,13,1,Married,Truck,80420,1,Good,,0
M,416,703,3,2,Married,Car,14745,2,Good,,0
M,105,765,19,0,Married,Utility,5215,7,Very Good,,1
F,436,545,7,2,Single,Utility,11191,8,Very Poor,,0
M,122,675,28,1,Married,Utility,7734,8,Good,,0
M,154,842,11,1,Single,Utility,7981,3,Exceptional,,1
M,481,596,2,2,Married,Car,90147,5,Fair,,1
F,289,607,2,3,Single,Truck,89186,1,Fair,,0
F,118,683,22,0,Married,Car,5556,7,Good,,1
M,429,620,3,0,Married,Car,14389,4,Fair,,1
M,190,599,1,2,Single,Car,93102,7,Fair,,1
M,111,684,14,0,Single,Utility,9497,6,Good,,0
F,420,693,32,0,Single,Car,13285,7,Good,,1
M,151,684,34,0,Married,Truck,9711,7,Good,,1
F,138,682,35,0,Single,Car,11048,7,Good,,1
M,416,392,3,3,Married,Car,14033,7,Very Poor,,1
M,110,609,3,2,Single,Car,55880,8,Fair,,1
M,156,771,25,0,Married,Van,11317,5,Very Good,,1
M,159,751,32,1,Married,Van,6044,3,Very Good,,1
M,271,844,1,1,Married,Car,11519,5,Exceptional,,1
F,83,793,18,0,Married,Car,13793,8,Very Good,,1
M,154,744,15,0,Single,Utility,11688,7,Very Good,,1
M,152,705,12,1,Married,Car,9096,1,Good,,1
M,92,670,13,1,Married,Van,10104,3,Good,,1
F,492,700,22,1,Married,Car,17781,4,Good,,1
M,152,747,6,1,Married,Truck,7598,4,Very Good,,1
F,120,688,20,1,Married,Car,8997,4,Good,,1
M,117,809,21,0,Single,Utility,11387,1,Exceptional,,1
F,149,716,19,1,Married,Car,6280,5,Good,,1
F,137,756,24,1,Single,Car,11064,7,Very Good,,0
M,93,768,9,0,Married,Utility,11997,7,Very Good,,1
F,366,307,8,2,Single,Truck,11154,2,Very Poor,,1
M,159,542,6,3,Married,Truck,14034,5,Very Poor,,1
M,347,736,4,0,Married,Car,12416,5,Good,,1
M,89,740,17,0,Single,Utility,14479,2,Very Good,,1
M,108,741,16,1,Married,Van,9198,4,Very Good,,0
M,102,675,24,0,Married,Van,5867,6,Good,,1
F,152,678,23,0,Married,Truck,5871,3,Good,,1
F,133,754,22,1,Married,Truck,12286,2,Very Good,,0
F,108,767,19,0,Single,Car,12690,5,Very Good,,1
F,122,760,24,1,Married,Car,8681,4,Very Good,,0
M,462,654,1,0,Married,Car,87282,4,Fair,,1
M,142,740,15,0,Single,Utility,14758,2,Very Good,,1
M,167,734,7,2,Married,Truck,11264,8,Good,,1
F,203,386,7,3,Single,Truck,14760,3,Very Poor,,1
M,148,713,5,2,Married,Truck,10901,7,Good,,1
M,329,706,1,2,Married,Car,13924,3,Good,,0
F,327,709,5,2,Single,Truck,14706,8,Good,,0
M,100,718,16,1,Married,Van,5566,7,Good,,0
F,514,674,17,1,Married,Car,15326,5,Good,,1
F,340,653,7,0,Single,Truck,13910,1,Fair,,1
F,121,681,9,2,Married,Car,84829,7,Good,,1
F,133,734,20,1,Married,Truck,13553,6,Good,,0
F,628,733,28,1,Married,Car,20027,1,Good,,1
M,96,758,24,0,Married,Truck,11715,3,Very Good,,1
F,472,672,8,2,Single,Truck,14110,6,Good,,1
F,158,643,6,3,Single,Truck,83279,6,Fair,,0
M,113,776,24,1,Married,Van,6495,7,Very Good,,0
M,145,726,5,0,Married,Truck,89207,4,Good,,1
F,85,799,15,0,Married,Truck,7112,8,Very Good,,1
M,106,542,5,3,Married,Truck,11357,1,Very Poor,,1
F,121,694,16,1,Married,Truck,7734,8,Good,,1
F,110,793,15,0,Married,Car,9318,1,Very Good,,0
M,99,708,7,1,Married,Van,68130,1,Good,,1
M,145,731,25,0,Single,Utility,7409,3,Good,,1
M,305,590,5,0,Married,Car,14814,3,Fair,,1
M,156,641,5,3,Married,Truck,99158,4,Fair,,1
F,98,790,25,0,Married,Truck,11811,4,Very Good,,1
M,151,812,20,1,Single,Utility,13247,4,Exceptional,,0
M,141,780,26,0,Married,Utility,10914,7,Very Good,,1
M,117,679,19,1,Married,Truck,11162,4,Good,,1
F,156,763,16,0,Married,Car,8014,3,Very Good,,1
F,149,783,23,1,Married,Car,22025,4,Very Good,,0
F,159,677,15,0,Married,Car,20111,2,Good,,0
M,342,722,5,1,Married,Van,41370,8,Good,,1
M,102,711,8,2,Married,Truck,13092,6,Good,,0
F,316,697,7,3,Single,Truck,11627,6,Good,,1
M,118,676,16,1,Married,Truck,5145,7,Good,,1
M,377,719,4,2,Married,Car,13287,4,Good,,0
M,90,717,13,0,Married,Van,11138,8,Good,,1
M,304,580,4,1,Married,Car,11355,8,Fair,,0
M,123,792,23,0,Married,Van,9471,1,Very Good,,1
F,101,673,12,1,Married,Car,13994,3,Good,,0
F,120,682,38,0,Married,Truck,8235,6,Good,,1
F,105,764,19,0,Married,Truck,14886,7,Very Good,,0
M,159,740,31,1,Married,Utility,7407,3,Very Good,,1
F,125,693,24,1,Married,Truck,12425,7,Good,,1
F,130,676,10,0,Married,Car,34424,5,Good,,1
F,151,732,7,0,Married,Car,58079,4,Good,,1
M,130,683,15,1,Married,Van,8611,8,Good,,1
M,148,785,21,1,Married,Van,6021,1,Very Good,,0
M,84,720,13,1,Married,Van,54043,5,Good,,0
M,92,669,5,2,Single,Car,84830,3,Fair,,1
F,104,752,5,0,Married,Car,5811,5,Very Good,,1
M,338,586,4,0,Single,Car,13435,5,Fair,,0
M,694,705,34,1,Married,Van,6806,8,Good,,1
M,104,788,5,1,Married,Utility,12911,2,Very Good,,1
F,343,724,5,2,Single,Truck,12777,4,Good,,1
F,416,634,5,2,Single,Truck,13470,6,Fair,,0
M,178,621,3,0,Single,Car,14792,8,Fair,,1
F,228,687,8,2,Single,Truck,14013,4,Good,,1
M,106,724,22,1,Married,Utility,13186,3,Good,,1
F,656,722,20,0,Married,Car,15202,2,Good,,1
M,259,516,1,3,Single,Car,11449,4,Very Poor,,1
F,242,686,6,0,Single,Car,71192,6,Good,,1
F,286,612,8,1,Single,Truck,10240,5,Fair,,1
F,149,588,7,2,Single,Van,30592,5,Fair,,1
M,85,679,35,0,Married,Van,14520,2,Good,,1
M,175,695,5,0,Married,Utility,53588,6,Good,,0
F,212,761,13,1,Married,Car,11515,7,Very Good,,1
M,125,753,6,1,Single,Utility,12862,7,Very Good,,1
M,101,727,16,0,Married,Truck,5842,2,Good,,1
F,391,637,2,1,Single,Car,9248,1,Fair,,0
F,281,626,8,0,Single,Truck,10006,4,Fair,,0
M,299,567,3,1,Married,Van,92082,3,Very Poor,,1
M,81,782,14,0,Married,Utility,9712,3,Very Good,,1
F,89,676,40,0,Married,Car,13219,2,Good,,1
F,156,675,18,1,Married,Truck,9723,6,Good,,0
F,159,659,5,2,Single,Van,29350,3,Fair,,1
F,355,312,7,2,Single,Truck,10401,8,Very Poor,,0
M,410,664,2,3,Married,Car,86664,7,Fair,,1
M,149,598,5,3,Single,Car,36701,6,Fair,,0
F,160,753,12,0,Single,Car,14327,6,Very Good,,0
M,200,727,4,3,Single,Utility,14717,6,Good,,1
F,240,707,5,2,Single,Truck,10254,6,Good,,1
F,87,527,5,2,Married,Car,42991,7,Very Poor,,0
M,110,713,21,1,Married,Van,6221,8,Good,,1
F,84,713,12,1,Married,Car,30537,6,Good,,1
M,186,654,4,1,Single,Car,12888,1,Fair,,1
M,95,689,20,0,Married,Van,9388,8,Good,,0
F,97,771,36,1,Married,Car,7313,7,Very Good,,0
M,276,676,3,2,Single,Utility,10429,3,Good,,1
F,511,741,5,0,Married,Car,9587,6,Very Good,,1
M,135,679,12,1,Married,Van,14704,8,Good,,1
F,315,398,8,3,Single,Truck,12376,2,Very Poor,,1
M,151,773,20,1,Married,Van,6008,6,Very Good,,1
M,99,845,12,3,Married,Truck,17907,2,Exceptional,,1
M,187,662,1,2,Single,Car,89124,6,Fair,,1
M,105,711,4,3,Single,Car,14481,4,Good,,1
M,133,753,17,4,Single,Utility,5439,3,Very Good,,1
M,156,754,7,0,Married,Van,13662,3,Very Good,,0
F,112,679,15,0,Single,Car,8892,3,Good,,1
F,129,684,8,1,Married,Car,92978,7,Good,,1
F,119,793,13,0,Married,Car,5349,5,Very Good,,0
F,320,720,5,2,Single,Truck,14849,2,Good,,1
F,314,675,8,2,Married,Car,88625,6,Good,,1
F,165,726,7,2,Single,Van,14811,5,Good,,1
F,153,695,10,0,Married,Truck,29961,1,Good,,1
M,140,305,3,2,Single,Car,12656,8,Very Poor,,1
F,132,774,22,0,Married,Car,5324,4,Very Good,,1
M,155,718,21,1,Married,Truck,9080,6,Good,,1
F,101,741,10,0,Single,Car,5120,7,Very Good,,1
M,114,712,9,0,Single,Utility,7344,8,Good,,1
M,148,683,5,2,Single,Car,14820,5,Good,,1
M,100,687,39,0,Married,Truck,6109,4,Good,,0
F,88,723,27,0,Married,Truck,12599,5,Good,,0
M,185,625,5,1,Single,Car,10879,8,Fair,,1
F,86,437,8,1,Married,Car,70143,2,Very Poor,,1
M,135,777,24,1,Single,Utility,5274,3,Very Good,,1
M,82,699,14,1,Single,Utility,12407,2,Good,,1
M,116,745,20,1,Married,Van,11999,8,Very Good,,1
M,139,788,15,1,Married,Truck,5736,1,Very Good,,1
F,205,684,3,1,Married,Car,40758,4,Good,,1
M,205,585,3,1,Married,Car,12835,6,Fair,,1
M,80,743,17,0,Married,Van,12308,7,Very Good,,1
M,112,705,25,0,Married,Van,8789,4,Good,,1
F,94,785,8,1,Married,Car,20539,4,Very Good,,0
F,129,687,33,0,Married,Car,11386,8,Good,,1
M,307,361,2,3,Married,Car,10132,4,Very Poor,,1
M,417,650,1,1,Married,Car,71310,3,Fair,,1
F,393,745,3,1,Married,Truck,14574,2,Very Good,,0
F,343,708,8,3,Single,Truck,13875,4,Good,,0
F,211,698,8,3,Single,Truck,14611,4,Good,,1
F,128,671,10,0,Married,Car,6218,5,Good,,0
M,152,690,14,0,Married,Van,13097,3,Good,,0
F,426,701,6,3,Single,Truck,10601,6,Good,,1
F,146,755,12,0,Married,Car,16327,2,Very Good,,1
F,152,699,23,1,Married,Car,7417,6,Good,,1
F,134,736,9,0,Married,Car,46810,5,Good,,1
M,422,313,4,3,Single,Car,14372,2,Very Poor,,0
M,114,671,17,0,Married,Van,6695,3,Good,,0
M,129,665,5,3,Single,Car,90434,7,Fair,,0
M,136,696,2,0,Single,Utility,11872,8,Good,,1
M,263,502,1,1,Married,Van,88772,8,Very Poor,,1
F,104,672,17,0,Married,Car,9763,1,Good,,1
M,147,683,22,1,Married,Utility,8798,2,Good,,1
F,101,758,32,0,Married,Car,13216,7,Very Good,,0
F,131,671,7,0,Married,Car,79332,5,Good,,1
F,158,792,14,0,Married,Car,22038,2,Very Good,,1
F,86,687,15,1,Single,Car,12093,6,Good,,0
M,99,319,8,2,Married,Truck,11489,3,Very Poor,,1
F,242,546,8,2,Single,Truck,12692,1,Very Poor,,1
F,98,730,17,0,Married,Car,11668,7,Good,,1
F,316,727,3,2,Married,Car,57793,1,Good,,1
F,436,430,8,3,Single,Truck,20696,2,Very Poor,,0
M,119,805,10,1,Single,Utility,9219,5,Exceptional,,1
F,153,710,27,0,Married,Car,13373,6,Good,,1
M,455,527,1,1,Married,Car,11640,7,Very Poor,,1
M,417,785,3,0,Married,Van,9050,4,Very Good,,1
M,299,737,2,1,Married,Car,13613,4,Good,,1
M,324,678,1,2,Single,Car,18232,3,Good,,1
F,163,738,8,3,Single,Van,11129,1,Good,,1
M,380,695,1,2,Married,Car,10444,6,Good,,1
M,108,794,6,1,Married,Utility,6408,4,Very Good,,0
M,83,760,11,0,Married,Van,12324,3,Very Good,,1
M,97,810,6,1,Single,Utility,11107,4,Exceptional,,1
M,83,685,13,0,Married,Van,10030,4,Good,,0
M,89,681,21,1,Married,Van,11693,6,Good,,1
M,100,758,36,0,Single,Utility,9126,8,Very Good,,1
M,113,778,20,1,Married,Van,14431,2,Very Good,,0
F,83,799,4,1,Married,Car,15635,2,Very Good,,1
M,286,580,2,3,Single,Car,63724,2,Fair,,1
M,423,690,3,2,Married,Car,10345,3,Good,,1
F,284,545,1,1,Married,Car,87637,6,Very Poor,,1
M,84,680,14,0,Married,Van,37737,2,Good,,1
F,95,749,10,0,Married,Car,6458,3,Very Good,,1
F,185,597,6,1,Single,Van,10987,2,Fair,,1
M,136,644,8,2,Married,Truck,30056,6,Fair,,1
M,195,675,5,1,Married,Van,44120,8,Good,,0
F,372,713,7,2,Single,Truck,14762,8,Good,,1
M,158,694,20,1,Married,Utility,9998,7,Good,,0
F,89,574,7,1,Married,Truck,50172,4,Very Poor,,0
M,304,615,5,0,Married,Car,14028,4,Fair,,1
M,109,742,36,0,Married,Truck,7680,1,Very Good,,1
F,159,684,7,1,Married,Truck,7877,2,Good,,1
M,133,715,16,0,Married,Utility,12093,3,Good,,0
F,139,732,33,0,Married,Car,13698,7,Good,,1
F,95,687,40,1,Married,Truck,9852,7,Good,,1
M,126,710,29,1,Married,Truck,9063,4,Good,,1
M,130,742,10,1,Married,Van,11162,8,Very Good,,0
F,133,754,14,0,Married,Car,8393,6,Very Good,,0
M,89,756,23,1,Married,Van,5576,7,Very Good,,0
M,152,690,18,0,Married,Van,14842,1,Good,,1
M,131,804,2,3,Single,Car,11322,4,Exceptional,,1
M,124,676,14,0,Married,Van,13115,1,Good,,1
F,151,721,37,0,Married,Car,5020,2,Good,,1
M,188,378,1,2,Single,Car,14521,6,Very Poor,,1
F,113,773,20,0,Married,Truck,18613,6,Very Good,,1
F,90,698,8,1,Single,Car,61805,4,Good,,1
F,99,685,22,0,Married,Truck,5531,1,Good,,1
F,123,706,17,0,Married,Truck,12224,6,Good,,1
F,490,580,6,2,Single,Truck,14492,3,Fair,,1
F,113,738,20,0,Married,Car,9311,2,Good,,0
F,125,732,13,0,Married,Truck,7164,8,Good,,0
F,415,403,8,2,Single,Truck,10366,5,Very Poor,,0
F,263,616,6,3,Single,Truck,19233,3,Fair,,1
F,99,775,20,0,Married,Car,19495,5,Very Good,,1
M,134,687,15,0,Married,Van,8840,2,Good,,1
M,145,770,6,1,Married,Van,13831,2,Very Good,,0
M,157,786,4,0,Married,Truck,14564,2,Very Good,,1
M,106,679,3,1,Married,Van,11879,3,Good,,1
F,120,694,19,1,Single,Car,10138,1,Good,,1
F,103,777,23,0,Married,Car,16388,7,Very Good,,1
M,106,787,3,0,Married,Utility,13154,5,Very Good,,1
M,108,480,2,2,Single,Car,10503,4,Very Poor,,1
M,158,689,28,1,Married,Van,9219,3,Good,,0
M,361,656,1,0,Married,Truck,6075,1,Fair,,1
F,105,684,20,3,Married,Truck,11608,1,Good,,0
M,147,781,33,1,Single,Utility,7730,6,Very Good,,1
M,146,773,17,0,Married,Van,5841,2,Very Good,,0
M,496,735,2,3,Married,Car,14577,5,Good,,1
F,132,759,15,1,Married,Car,11057,6,Very Good,,1
M,84,711,10,0,Married,Utility,45755,4,Good,,0
F,129,772,16,1,Married,Car,6862,7,Very Good,,1
F,303,640,5,1,Single,Truck,14358,2,Fair,,0
F,121,714,12,0,Single,Car,11845,5,Good,,0
F,83,771,21,1,Married,Truck,9427,3,Very Good,,1
M,442,455,2,1,Married,Car,14515,4,Very Poor,,1
F,589,700,9,1,Married,Car,18819,7,Good,,0
F,119,769,8,0,Married,Truck,7604,3,Very Good,,0
M,272,520,1,1,Married,Van,35941,1,Very Poor,,1
M,169,711,7,2,Married,Truck,13319,7,Good,,1
F,203,705,6,2,Single,Truck,12633,8,Good,,1
F,478,692,5,2,Single,Truck,10052,7,Good,,1
M,113,791,6,0,Single,Utility,6708,8,Very Good,,1
F,89,729,32,0,Married,Car,5631,4,Good,,1
F,107,776,20,0,Married,Car,13533,3,Very Good,,1
M,374,666,1,2,Married,Car,17493,1,Fair,,1
M,354,396,2,3,Married,Car,17024,3,Very Poor,,1
M,286,844,4,2,Single,Utility,19253,6,Exceptional,,1
M,158,523,5,2,Single,Car,14597,5,Very Poor,,1
M,425,645,5,0,Married,Car,13741,2,Fair,,1
M,126,758,21,1,Single,Utility,13667,8,Very Good,,0
F,123,672,28,0,Married,Truck,9203,8,Good,,1
M,104,719,15,0,Married,Truck,11509,5,Good,,1
M,145,680,32,0,Married,Van,5363,5,Good,,0
M,138,795,17,0,Married,Van,13564,6,Very Good,,1
F,372,638,5,2,Single,Truck,12530,2,Fair,,0
M,149,745,24,0,Married,Van,5215,5,Very Good,,0
M,109,816,14,4,Single,Utility,9477,5,Exceptional,,1
F,325,679,6,2,Single,Van,12317,1,Good,,1
M,133,758,21,0,Married,Van,9076,6,Very Good,,1
F,88,787,21,1,Married,Car,11622,8,Very Good,,1
M,295,592,5,0,Married,Car,13795,1,Fair,,0
M,118,748,3,0,Married,Van,13878,6,Very Good,,1
M,142,846,9,0,Single,Utility,12318,2,Exceptional,,1
M,115,785,3,1,Married,Truck,14948,6,Very Good,,1
M,153,767,20,1,Single,Utility,12564,6,Very Good,,0
M,168,584,6,3,Married,Truck,22615,8,Fair,,1
M,80,677,18,0,Married,Van,5191,4,Good,,1
F,144,731,37,0,Married,Truck,9446,4,Good,,0
M,83,718,38,1,Married,Car,10725,1,Good,,1
M,80,792,27,1,Married,Van,14689,4,Very Good,,1
M,240,725,4,0,Married,Van,87024,3,Good,,0
M,101,709,17,1,Married,Van,14987,7,Good,,1
F,538,708,35,3,Married,Truck,7807,3,Good,,1
F,482,593,8,2,Single,Truck,14639,8,Fair,,1
M,96,736,12,1,Married,Truck,7572,4,Good,,1
M,176,627,5,1,Single,Car,12670,8,Fair,,1
M,472,549,5,3,Single,Car,18263,2,Very Poor,,1
M,213,669,4,0,Single,Car,13839,7,Fair,,1
M,121,479,8,3,Married,Truck,10547,7,Very Poor,,1
F,345,697,6,1,Married,Car,39902,5,Good,,1
M,109,789,15,0,Married,Truck,15000,8,Very Good,,1
F,139,674,17,0,Married,Car,8826,2,Good,,1
M,265,595,5,1,Single,Utility,14253,1,Fair,,1
M,123,679,5,3,Single,Car,13835,7,Good,,1
F,103,754,34,0,Married,Car,11973,7,Very Good,,0
M,97,726,12,0,Married,Truck,13759,3,Good,,0
M,145,756,37,0,Married,Truck,10227,5,Very Good,,1
M,199,679,5,3,Single,Car,11043,4,Good,,1
M,216,739,7,0,Married,Truck,28282,5,Good,,1
M,122,680,18,0,Married,Van,8986,6,Good,,1
M,97,727,17,1,Married,Van,13869,6,Good,,0
F,122,728,25,1,Married,Truck,13268,1,Good,,1
F,109,734,20,0,Married,Car,13476,1,Good,,1
M,120,729,14,0,Married,Van,7181,6,Good,,0
F,210,733,5,3,Single,Truck,14161,3,Good,,1
M,91,721,17,1,Single,Utility,8049,6,Good,,1
M,85,784,18,0,Single,Utility,8451,4,Very Good,,1
F,109,793,21,1,Married,Car,17206,1,Very Good,,1
F,375,568,7,3,Single,Truck,12804,8,Very Poor,,0
F,134,790,9,0,Married,Car,8707,5,Very Good,,1
M,110,764,16,1,Married,Van,14333,1,Very Good,,1
M,417,624,1,3,Married,Car,65965,2,Fair,,1
M,422,583,3,1,Married,Car,13723,5,Fair,,1
M,136,675,15,1,Married,Van,8472,5,Good,,1
M,157,679,34,0,Single,Utility,8423,7,Good,,0
M,340,582,1,2,Married,Car,36918,6,Fair,,0
M,231,832,1,2,Married,Car,11554,7,Exceptional,,1
M,262,682,3,3,Married,Car,14173,8,Good,,0
M,306,647,3,0,Married,Car,11479,2,Fair,,1
F,149,788,21,0,Married,Car,11117,5,Very Good,,0
F,311,811,5,2,Single,Utility,17847,3,Exceptional,,0
F,111,764,23,0,Married,Car,18180,2,Very Good,,1
F,104,777,11,1,Married,Car,12068,2,Very Good,,1
M,129,787,19,0,Married,Truck,11805,2,Very Good,,1
M,99,759,17,0,Single,Utility,11261,8,Very Good,,0
F,142,764,37,1,Married,Truck,6138,4,Very Good,,1
F,380,781,5,0,Married,Car,7478,3,Very Good,,0
F,441,468,5,3,Single,Truck,17233,1,Very Poor,,1
M,155,778,12,1,Married,Van,12330,5,Very Good,,1
F,149,740,15,0,Married,Car,9224,1,Very Good,,1
F,88,672,20,0,Married,Truck,9513,8,Good,,0
M,410,674,3,3,Single,Utility,14425,6,Good,,0
M,194,428,6,2,Married,Truck,13598,1,Very Poor,,1
F,132,651,5,2,Single,Van,82023,6,Fair,,0
M,107,799,5,1,Married,Truck,9607,4,Very Good,,0
F,149,747,35,0,Married,Car,10100,8,Very Good,,0
M,137,701,20,0,Married,Van,13175,6,Good,,1
M,135,677,12,0,Married,Utility,11088,6,Good,,1
F,196,419,5,2,Single,Van,14770,4,Very Poor,,1
F,86,760,11,1,Married,Truck,10810,2,Very Good,,1
F,426,617,7,3,Single,Truck,13400,3,Fair,,1
M,96,838,14,2,Married,Truck,24812,6,Exceptional,,1
F,130,559,7,3,Single,Van,11209,3,Very Poor,,1
F,93,759,33,0,Married,Car,14753,6,Very Good,,0
M,109,569,3,3,Single,Car,14075,3,Very Poor,,1
F,139,702,23,1,Married,Truck,14815,1,Good,,1
M,298,821,2,2,Married,Car,14484,6,Exceptional,,1
F,135,676,16,1,Married,Truck,6333,5,Good,,1
M,142,778,7,1,Married,Truck,12200,4,Very Good,,1
F,130,766,16,0,Single,Car,7800,2,Very Good,,0
M,85,751,31,1,Single,Utility,11739,1,Very Good,,1
M,193,598,9,3,Married,Truck,10107,6,Fair,,1
F,200,409,7,3,Single,Truck,10363,5,Very Poor,,1
F,220,583,7,1,Single,Truck,12512,6,Fair,,1
F,269,644,6,3,Single,Truck,19569,3,Fair,,1
F,434,580,7,2,Single,Utility,18997,6,Fair,,1
M,178,701,1,2,Single,Car,14813,4,Good,,1
F,131,792,13,1,Married,Truck,10514,3,Very Good,,1
F,226,604,8,0,Single,Utility,10814,2,Fair,,1
M,395,716,1,3,Married,Car,13132,7,Good,,0
M,121,751,14,0,Single,Utility,12721,1,Very Good,,1
F,90,735,18,0,Single,Car,7087,8,Good,,1
M,113,776,29,1,Married,Van,10500,2,Very Good,,1
F,114,788,23,0,Married,Car,7006,4,Very Good,,1
M,100,757,32,1,Single,Utility,12678,8,Very Good,,1
F,159,698,15,0,Married,Car,8306,6,Good,,1
F,81,673,36,0,Married,Truck,12965,5,Good,,1
M,188,720,5,2,Single,Car,11514,8,Good,,1
F,155,752,17,0,Married,Car,5579,3,Very Good,,1
M,92,755,7,1,Married,Utility,14767,2,Very Good,,1
M,103,687,8,1,Married,Van,92392,8,Good,,1
F,327,703,8,3,Single,Utility,12313,7,Good,,1
M,99,731,33,1,Married,Van,12296,4,Good,,1
F,412,656,13,3,Single,Truck,13962,3,Fair,,0
F,266,580,6,2,Single,Truck,18355,2,Fair,,0
M,115,835,16,0,Single,Utility,10003,3,Exceptional,,0
M,187,668,4,3,Single,Car,15546,8,Fair,,1
F,109,721,15,2,Married,Car,6041,1,Good,,1
M,157,686,10,1,Married,Van,12957,6,Good,,0
M,151,745,17,0,Married,Utility,9038,2,Very Good,,1
F,116,702,20,2,Married,Car,5070,2,Good,,1
M,456,648,3,0,Married,Car,12139,8,Fair,,1
F,328,639,7,1,Single,Truck,12235,3,Fair,,1
F,130,680,16,1,Married,Car,10929,8,Good,,0
M,96,755,12,1,Married,Van,5388,3,Very Good,,1
M,85,564,3,1,Married,Utility,77605,3,Very Poor,,1
F,436,366,6,2,Single,Truck,11627,3,Very Poor,,1
F,623,673,14,0,Married,Car,15743,7,Good,,1
M,134,787,17,1,Married,Van,11304,7,Very Good,,1
M,102,804,15,0,Single,Utility,7218,1,Exceptional,,1
F,542,726,20,0,Married,Car,18340,5,Good,,1
F,104,694,11,1,Married,Car,14644,2,Good,,1
F,252,641,5,0,Single,Truck,14958,4,Fair,,1
M,93,763,20,1,Married,Van,9178,5,Very Good,,1
F,140,672,15,1,Single,Car,7451,3,Good,,1
M,136,706,34,0,Single,Utility,11336,1,Good,,0
M,150,708,1,3,Single,Car,24377,5,Good,,0
M,127,774,33,0,Married,Van,11864,2,Very Good,,0
F,80,709,39,0,Married,Car,14984,2,Good,,1
M,96,787,20,1,Married,Van,8916,2,Very Good,,0
M,476,664,3,3,Single,Car,21724,6,Fair,,1
F,91,686,17,0,Married,Car,16257,4,Good,,0
F,122,748,20,0,Married,Truck,6219,2,Very Good,,1
M,91,685,11,1,Married,Van,11714,3,Good,,1
F,147,690,17,1,Married,Truck,23449,1,Good,,1
M,98,749,26,1,Married,Utility,14076,2,Very Good,,1
M,426,606,3,1,Married,Car,12053,6,Fair,,0
M,686,613,1,0,Married,Van,12328,3,Fair,,1
F,283,670,7,3,Single,Truck,10047,6,Good,,1
M,147,750,22,0,Married,Truck,10327,3,Very Good,,1
F,89,688,27,1,Married,Car,11798,3,Good,,0
F,108,679,20,0,Married,Truck,5855,8,Good,,1
F,417,701,8,0,Married,Car,19275,5,Good,,1
F,84,797,16,1,Married,Truck,14097,4,Very Good,,1
F,111,702,23,0,Married,Truck,11756,1,Good,,1
M,137,753,3,0,Married,Van,7302,2,Very Good,,1
M,85,696,19,0,Married,Van,8856,2,Good,,1
M,110,696,33,1,Married,Van,14431,3,Good,,0
M,157,644,4,3,Single,Car,70269,4,Fair,,1
M,92,751,4,1,Married,Truck,13132,7,Very Good,,0
F,108,746,18,1,Single,Car,8650,5,Very Good,,0
F,183,816,7,3,Single,Truck,22454,7,Exceptional,,1
M,489,708,1,2,Married,Car,12702,2,Good,,1
M,216,675,5,1,Married,Van,53903,2,Good,,1
M,141,712,37,1,Married,Van,6518,1,Good,,1
M,117,677,13,0,Single,Utility,13596,4,Good,,0
M,217,332,1,2,Single,Car,10077,5,Very Poor,,1
M,117,764,37,1,Single,Utility,13308,4,Very Good,,0
F,91,761,12,0,Married,Car,12371,8,Very Good,,1
M,87,837,23,0,Single,Utility,14655,5,Exceptional,,1
F,456,699,3,0,Married,Car,18707,7,Good,,1
F,287,709,8,3,Single,Truck,14966,4,Good,,1
F,322,537,2,1,Married,Truck,80222,8,Very Poor,,1
F,138,735,24,1,Married,Car,5001,3,Good,,1
M,109,682,36,0,Married,Van,12055,5,Good,,0
M,107,678,19,1,Married,Van,11227,6,Good,,0
M,442,679,3,2,Married,Car,14509,3,Good,,1
F,100,786,15,0,Married,Truck,14481,1,Very Good,,1
M,136,689,12,0,Married,Van,5797,3,Good,,1
M,136,697,6,4,Married,Truck,13305,5,Good,,1
F,115,682,19,1,Single,Car,12085,8,Good,,0
F,142,732,38,0,Married,Car,8276,4,Good,,1
F,89,725,18,1,Married,Truck,10710,4,Good,,1
M,370,628,2,2,Single,Car,77995,1,Fair,,0
