index,"California Hospital Risk-Adjusted Mortality Rates (RAMR), Total Deaths and Cases, and Quality Ratings for Inpatient Mortality Indicators, 2010",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50
215,Riverside,Palo Verde Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,9,1,11,,30.6,4,29,Worse,0,0,6,,0,0,37,,.,.,.,,17.1,3,61,,.,.,.,,.,.,.,
216,Riverside,Parkview Community Hospital Medical Center,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,10.9,7,34,,2.4,5,231,,9.5,5,76,,2,3,132,,2.8,2,47,,4.2,10,250,,.,.,.,,0,0,11,
217,Riverside,Riverside Community Hospital,,.,.,.,,.,.,.,,5.9,1,19,,9.3,7,64,,8.7,45,709,,2.6,15,658,,9.5,38,374,,2.8,9,361,,1.4,2,154,,4.5,16,455,,2,25,817,,0,0,43,
218,Riverside,Riverside County Regional Medical Center,,12.5,1,4,,.,.,.,,.,.,.,,11.2,4,41,,6.3,4,66,,2.9,6,418,,15.3,25,196,Worse,4.6,6,146,,1.8,1,46,,6.4,13,282,,.,.,.,,24.8,1,17,Worse
219,Riverside,San Gorgonio Memorial Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,2.7,3,62,,1.5,3,170,,9.8,3,51,,2.4,2,68,,3.3,1,40,,5.9,13,210,,.,.,.,,.,.,.,
220,Riverside,Southwest Healthcare System – Murrieta,,.,.,.,,.,.,.,,0,0,15,,14.1,10,82,Worse,4.7,6,97,,1.6,6,462,,10.9,27,306,,1.4,2,244,,1.6,2,170,,3.7,14,422,,.,.,.,,0,0,75,
221,Sacramento,Kaiser Foundation Hospital – Sacramento/Roseville-Morse*,,0,0,6,,0,0,16,,6.3,2,30,,5.5,20,310,,6.9,31,409,,5.5,43,848,Worse,10.4,89,825,,2.6,12,528,,4.7,15,393,Worse,5.9,34,670,Worse,2.5,3,99,,0,0,82,
222,Sacramento,Kaiser Foundation Hospital – South Sacramento,,35.2,1,5,,0,0,5,,0,0,20,,79.5,1,4,,5.3,15,162,,3.2,13,397,,12.1,25,291,,3.1,4,202,,2.5,3,118,,4.2,12,298,,.,.,.,,0,0,31,
223,Sacramento,Mercy General Hospital,,.,.,.,,.,.,.,,3.2,1,23,,5.9,13,141,,5.5,36,1099,,1.3,6,498,Better,7.6,36,358,Better,3.7,9,167,,2.5,3,98,,3.1,10,300,,2.7,29,1646,,0,0,83,
224,Sacramento,Mercy Hospital – Folsom,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,11.8,5,18,,3.5,3,90,,9.2,4,57,,4.7,3,92,,0,0,54,,4.2,4,139,,.,.,.,,.,.,.,
225,Sacramento,Mercy San Juan Hospital,,0,0,5,,.,.,.,,0,0,39,,9,12,84,,7.6,22,310,,3.4,21,471,,13,62,447,Worse,3,9,280,,2.8,6,185,,4.3,20,413,,2.1,6,260,,0,0,99,
226,Sacramento,Methodist Hospital of Sacramento,,.,.,.,,0,0,3,,.,.,.,,.,.,.,,7.9,7,37,,3.3,7,241,,9.9,12,171,,2.9,6,197,,3.4,3,104,,3.3,6,239,,.,.,.,,0,0,8,
227,Sacramento,Sutter General Hospital,,29.6,1,5,,0,0,6,,0,0,7,,4.8,5,130,,11.1,7,27,,3.2,8,234,,8.8,25,243,,1.5,4,239,,1.6,4,163,,3.3,9,286,,.,.,.,,0,0,41,
228,Sacramento,Sutter Memorial Hospital,,.,.,.,,.,.,.,,0,0,41,,3,1,98,,6.2,24,472,,3.7,14,343,,5.8,4,77,,1.1,1,63,,.,.,.,,2.8,5,179,,2.2,9,373,,0,0,116,
229,Sacramento,UC Davis Medical Center,,0,0,12,,6.8,1,14,,3,1,19,,9.3,14,263,,5.6,20,408,,2.6,12,569,,13,45,328,Worse,2.2,7,287,,5.4,3,81,,3.8,14,411,,2.4,17,551,,0,0,30,
230,San Benito,Hazel Hawkins Memorial Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,0,0,8,,0,0,73,,10.2,2,29,,0,0,45,,0,0,14,,8.1,6,108,,.,.,.,,.,.,.,
231,San Bernardino,Arrowhead Regional Medical Center,,.,.,.,,27.6,1,5,,.,.,.,,16.5,12,95,Worse,12.5,11,117,Worse,7.1,13,514,Worse,14,60,426,Worse,4.9,4,138,,12,2,28,,6.3,15,306,,5.2,2,89,,0,0,12,
232,San Bernardino,Barstow Community Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,0,0,19,,0,0,150,Better,0,0,46,,0,0,31,,0,0,6,,0,0,112,Better,.,.,.,,.,.,.,
233,San Bernardino,Bear Valley Community Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,0,0,3,,0,0,21,,0,0,3,,0,0,7,,.,.,.,,14.6,2,38,,.,.,.,,.,.,.,
234,San Bernardino,Chino Valley Medical Center,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,3.5,3,36,,0.4,1,170,Better,3.1,3,86,Better,0.9,1,91,,0,0,27,,1.6,2,93,,.,.,.,,.,.,.,
235,San Bernardino,Colorado River Medical Center,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,28.2,1,8,,0,0,3,,0,0,12,,.,.,.,,0,0,17,,.,.,.,,.,.,.,
236,San Bernardino,Community Hospital of San Bernardino,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,5.9,4,40,,3.1,4,197,,2.2,1,68,,2.2,2,90,,0,0,12,,5.4,9,174,,.,.,.,,0,0,3,
237,San Bernardino,Desert Valley Hospital,,.,.,.,,.,.,.,,0,0,14,,.,.,.,,8.3,11,73,,0.8,3,302,Better,5.6,7,138,,0.5,1,131,,0,0,57,Better,1.1,5,279,Better,1.5,2,90,,.,.,.,
238,San Bernardino,Hi-Desert Medical Center,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,25.4,6,13,Worse,5.6,6,153,,13.4,2,51,,0,0,40,,0,0,49,,8.2,9,144,,.,.,.,,0,0,5,
239,San Bernardino,Kaiser Foundation Hospital – Fontana,,0,0,13,,10.4,1,8,,2.6,1,23,,5,5,152,,5.2,16,235,,2.6,20,763,,6.6,31,521,Better,2.5,9,451,,1.4,2,188,,2.3,17,619,Better,.,.,.,,0,0,40,
240,San Bernardino,Loma Linda University Medical Center,,18.6,2,10,,0,0,3,,0,0,26,,9.9,30,350,Worse,7.2,27,481,,4.3,19,533,,11.1,86,522,,0.9,2,214,,0,0,56,,4.9,12,282,,3.1,9,271,,0,0,25,
241,San Bernardino,Montclair Hospital Medical Center,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,7.4,2,14,,0.7,1,122,,11.3,2,33,,0,0,53,,0,0,15,,3.1,7,139,,.,.,.,,.,.,.,
242,San Bernardino,Mountains Community Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,0,0,7,,0,0,3,,0,0,3,,.,.,.,,13,1,33,,.,.,.,,.,.,.,
243,San Bernardino,Redlands Community Hospital,,.,.,.,,.,.,.,,0,0,15,,0,0,3,,11.3,24,122,Worse,3.5,10,251,,10.9,11,118,,3.1,6,196,,1.1,2,186,,4.2,22,464,,.,.,.,,0,0,43,
244,San Bernardino,Saint Bernadine Medical Center,,.,.,.,,.,.,.,,0,0,19,,8.3,4,42,,5.3,33,1008,,1.4,6,561,Better,8.7,25,273,,1.8,3,190,,1.4,1,80,,2.1,7,340,,1.6,16,1672,,0,0,43,
245,San Bernardino,Saint Mary Regional Medical Center,,.,.,.,,.,.,.,,0,0,17,,0,0,12,,6.2,26,526,,2.5,10,527,,5.7,5,239,,2.2,4,259,,1.5,1,112,,4.6,15,336,,2.9,10,470,,0,0,32,
246,San Bernardino,San Antonio Community Hospital,,.,.,.,,.,.,.,,0,0,11,,6.3,5,60,,5.6,26,468,,2.3,16,528,,8.3,30,322,,3.3,8,220,,1.4,2,150,,3.2,18,437,,1.1,3,248,,0,0,43,
247,San Bernardino,Victor Valley Community Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,4.1,1,29,,2.2,3,162,,19.6,4,52,,0,0,75,,0,0,29,,3.9,5,159,,.,.,.,,.,.,.,
248,San Diego,Alvarado Hospital,,0,0,3,,.,.,.,,0,0,8,,10.6,2,13,,5.6,8,145,,3.8,10,261,,8.7,12,158,,3.4,5,148,,3.9,2,71,,4.3,12,275,,1.7,6,483,,0,0,24,
249,San Diego,Fallbrook Hospital District,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,4,1,14,,5.3,4,64,,6.7,1,19,,3.2,1,38,,6.9,2,34,,3.6,2,71,,.,.,.,,.,.,.,
250,San Diego,Grossmont Hospital,View Comment Letter,.,.,.,,.,.,.,,0,0,22,,5.3,6,112,,6.4,32,488,,4.7,32,760,Worse,12,65,574,,1.8,7,413,,4.2,8,217,,6,30,637,,1.7,12,568,,0,0,104,
251,San Diego,Kaiser Foundation Hospital – San Diego,,0,0,6,,0,0,8,,0,0,39,,9.7,7,212,,6.9,22,192,,3.2,22,817,,11.9,38,486,,4.2,14,439,Worse,5,14,344,Worse,5.2,36,930,,.,.,.,,1.3,1,85,
252,San Diego,Palomar Medical Center,,.,.,.,,.,.,.,,9.3,1,20,,5.1,4,63,,9.2,28,345,,3.1,17,508,,11.3,56,469,,1.3,3,325,,1.4,2,170,,3.1,13,425,,2.7,12,336,,0,0,38,
253,San Diego,Paradise Valley Hospital,,.,.,.,,.,.,.,,.,.,.,,0,0,7,,9.7,8,45,,0.3,1,261,Better,3.4,3,98,Better,2.6,4,100,,0,0,19,,1.1,3,197,Better,0,0,10,,0,0,7,
254,San Diego,Pomerado Hospital,,.,.,.,,.,.,.,,0,0,7,,0,0,3,,8,8,53,,3.2,12,237,,9.6,10,126,,1.6,2,161,,0,0,93,,3.9,10,184,,.,.,.,,0,0,7,
255,San Diego,Scripps Green Hospital,,.,.,.,,0,0,9,,0,0,28,,9.5,6,93,,5.2,9,234,,3.3,10,321,,5.8,10,175,Better,0.5,1,179,,0,0,100,,2.6,6,211,,0.8,6,1405,Better,0,0,51,
256,San Diego,Scripps Memorial Hospital – Encinitas,,.,.,.,,.,.,.,,0,0,11,,6,3,27,,5.8,9,164,,1.7,5,282,,8.7,21,240,,2.9,6,174,,0,0,171,Better,4.2,11,220,,0,0,129,,0,0,34,
257,San Diego,Scripps Memorial Hospital – La Jolla,View Comment Letters,.,.,.,,.,.,.,,0,0,11,,7.9,13,179,,7.6,25,505,,2.9,9,273,,13.7,44,273,Worse,1.5,2,143,,0.7,1,138,,2,4,201,,2.4,19,1307,,2.6,1,36,
258,San Diego,Scripps Mercy Hospital,View Comment Letter,.,.,.,,0,0,5,,0,0,10,,6.5,5,57,,6.2,31,405,,2,17,859,,10.8,80,605,,2.4,12,486,,1.8,4,204,,4.4,26,591,,1.2,8,461,,0,0,53,
259,San Diego,Sharp Chula Vista Medical Center,,.,.,.,,0,0,4,,0,0,15,,9.3,3,36,,7.3,33,349,,2.1,12,598,,8.3,12,193,,3,8,256,,4.6,3,91,,3.4,12,373,,2,9,392,,0,0,31,
260,San Diego,Sharp Coronado Hospital and Healthcare Center,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,0,0,10,,0,0,59,,5.5,1,25,,0,0,37,,0,0,31,,2.8,1,39,,.,.,.,,.,.,.,
261,San Diego,Sharp Memorial Hospital,View Comment Letter,0,0,3,,0,0,5,,1.9,1,31,,7.3,8,113,,6.3,24,426,,5.5,31,643,Worse,13,49,426,Worse,0.4,1,309,,5.4,11,252,Worse,4.4,23,588,,3.1,11,289,,0,0,52,
262,San Diego,Tri-City Medical Center – Oceanside,,.,.,.,,.,.,.,,5.5,1,23,,7.3,6,52,,5.9,17,296,,3.6,16,465,,13.6,54,412,Worse,2.7,9,306,,2.2,4,211,,3.9,19,488,,1.7,3,235,,0,0,69,
263,San Diego,UC San Diego Medical Center,,0,0,4,,5.8,1,24,,0,0,14,,4,11,267,,2.7,5,261,Better,2.6,10,384,,9,34,307,,1.2,3,251,,3.4,3,85,,2.8,10,389,,1.2,5,529,,3.9,1,27,
264,San Francisco,California Pacific Medical Center – Pacific Campus,,0,0,3,,3.8,2,38,,6.7,1,17,,5.7,16,200,,6.2,16,231,,4.4,29,529,,10.9,80,515,,2.9,11,310,,1.5,4,150,,4,15,322,,1.7,10,305,,2.3,1,40,
265,San Francisco,California Pacific Medical Center – St. Luke’s Campus,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,9.6,4,14,,7,7,134,,24.2,2,18,,9.4,4,68,Worse,0,0,29,,8.2,12,132,Worse,.,.,.,,.,.,.,
266,San Francisco,Chinese Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,3.4,1,19,,3.7,4,103,,5.2,1,60,,4,2,70,,0,0,28,,7.1,11,146,,.,.,.,,.,.,.,
267,San Francisco,Kaiser Foundation Hospital – San Francisco,,.,.,.,,0,0,19,,0,0,47,,.,.,.,,3.6,15,775,Better,3.3,12,380,,4.6,10,272,Better,2.8,4,202,,4,3,76,,4.5,10,185,,1,7,919,Better,1.2,1,50,
268,San Francisco,Laguna Honda Hospital and Rehabilitation Center,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,3.4,1,35,,.,.,.,,.,.,.,
269,San Francisco,Saint Francis Memorial Hospital,,.,.,.,,.,.,.,,.,.,.,,8.3,4,18,,11.2,5,24,,4.4,8,191,,9.8,17,147,,2,2,112,,2.3,1,52,,8.3,20,227,Worse,.,.,.,,0,0,3,
270,San Francisco,"Saint Mary’s Medical Center, San Francisco",,.,.,.,,.,.,.,,0,0,5,,.,.,.,,9.6,11,157,,2.9,8,216,,6.5,6,98,,1.3,2,105,,2.3,1,67,,4.1,9,193,,2.6,7,279,,0,0,13,
271,San Francisco,San Francisco General Hospital,,.,.,.,,0,0,3,,.,.,.,,16,18,73,Worse,12.6,13,159,Worse,5.5,9,361,,16.7,42,238,Worse,0.7,1,184,,9,2,33,,5.8,9,327,,3,3,93,,.,.,.,
272,San Francisco,UC San Francisco Medical Center,,4.3,1,28,,0,0,34,,0,0,39,,6.2,51,1266,,9.1,14,143,,5.1,18,370,Worse,11.6,81,493,,2.5,5,167,,4.4,4,84,,5.3,22,437,,2.9,8,150,,0,0,28,
273,San Joaquin,Dameron Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,11.1,18,235,Worse,6.4,12,267,Worse,9.7,7,120,,5.6,8,155,Worse,9.5,3,50,,4.8,11,274,,5.2,6,189,Worse,0,0,7,
274,San Joaquin,Doctors Hospital of Manteca,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,18,4,14,,8.6,7,108,Worse,5,1,45,,2.5,1,63,,0,0,20,,3.7,4,129,,.,.,.,,.,.,.,
275,San Joaquin,Kaiser Foundation Hospital – Manteca,,.,.,.,,0,0,4,,0,0,17,,.,.,.,,8.2,9,81,,4.2,11,282,,4.6,4,131,,3.4,4,126,,0,0,100,,3.7,6,219,,.,.,.,,0,0,47,
276,San Joaquin,Lodi Memorial Hospital,,.,.,.,,.,.,.,,0,0,4,,.,.,.,,8.4,5,44,,1.3,3,255,,12.8,12,127,,3.3,4,145,,5.5,3,76,,3.1,8,312,,.,.,.,,0,0,18,
277,San Joaquin,Saint Joseph’s Medical Center of Stockton,,0,0,3,,.,.,.,,0,0,26,,2.7,2,60,,7.4,23,371,,4.2,23,523,,9.4,26,280,,1.3,4,295,,3.2,5,139,,5.3,28,511,,0.5,2,516,Better,0,0,89,
278,San Joaquin,San Joaquin General Hospital,,.,.,.,,.,.,.,,.,.,.,,11.3,1,10,,6.9,4,72,,5,8,266,,10.2,13,118,,3.6,4,141,,0,0,28,,4.2,5,202,,.,.,.,,0,0,6,
279,San Joaquin,Sutter Tracy Community Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,16.8,7,19,Worse,1.7,2,108,,12.2,4,49,,1.9,1,64,,0,0,30,,1.8,2,140,,.,.,.,,.,.,.,
280,San Luis Obispo,Arroyo Grande Community Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,10.7,5,22,,3.2,2,99,,4,1,58,,8.5,5,92,Worse,6.6,3,56,,1.8,1,85,,.,.,.,,0,0,14,
281,San Luis Obispo,French Hospital Medical Center,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,10.2,13,224,,2.2,3,120,,9,3,48,,3.2,3,97,,1.9,1,53,,3.4,4,119,,1.6,4,371,,0,0,35,
282,San Luis Obispo,Sierra Vista Regional Medical Center,,.,.,.,,.,.,.,,0,0,17,,10.3,7,89,,13.7,4,14,,1.9,1,69,,15.4,25,143,Worse,0,0,93,,2.9,1,50,,8.3,5,118,,.,.,.,,0,0,18,
283,San Luis Obispo,Twin Cities Community Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,11.1,4,28,,6.3,9,165,,32,21,118,Worse,6.5,6,157,Worse,4.8,2,67,,6.7,11,256,,.,.,.,,0,0,12,
284,San Mateo,Kaiser Foundation Hospital – Redwood City,,.,.,.,,0,0,4,,.,.,.,,7.6,32,583,,6.3,4,47,,5.8,12,191,Worse,12.5,62,357,Worse,2.3,2,100,,1.8,1,92,,7.2,13,162,,0,0,10,,.,.,.,
285,San Mateo,Kaiser Foundation Hospital – South San Francisco,,0,0,4,,.,.,.,,.,.,.,,.,.,.,,4.3,5,56,,4.9,11,185,,12.5,18,145,,3.2,5,163,,1.9,2,95,,3.4,9,181,,.,.,.,,0,0,4,
286,San Mateo,Peninsula Medical Center,,.,.,.,,0,0,7,,0,0,19,,10.2,5,21,,6.4,11,162,,2.6,12,327,,13.7,32,219,Worse,2.8,8,227,,2.5,5,194,,4.1,15,332,,1.7,4,170,,0,0,38,
287,San Mateo,San Mateo Medical Center,,.,.,.,,.,.,.,,.,.,.,,0,0,7,,14.6,7,29,,4.1,2,91,,17.2,7,45,,0,0,68,,8.6,2,18,,1.2,1,91,,.,.,.,,0,0,4,
288,San Mateo,Sequoia Hospital,,.,.,.,,.,.,.,,0,0,18,,6.6,1,7,,6.2,5,87,,3.9,10,255,,14.6,15,103,,4.4,4,86,,3.9,2,71,,3.5,5,153,,0,0,90,,0,0,57,
289,San Mateo,Seton Medical Center,,.,.,.,,.,.,.,,0,0,7,,14.1,5,22,,9.6,15,164,,3.5,15,437,,11.7,30,222,,6.8,10,160,Worse,0,0,83,,5.2,20,316,,2.8,11,269,,0,0,24,
290,Santa Barbara,Goleta Valley Cottage Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,27.6,1,4,,0,0,43,,13.8,1,6,,7.5,1,7,,7.1,3,80,,5.6,2,35,,.,.,.,,.,.,.,
291,Santa Barbara,Lompoc Valley Medical Center,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,18.3,2,11,,8.4,5,70,,17.5,3,27,,3.5,1,59,,0,0,31,,8.7,10,121,Worse,.,.,.,,0,0,7,
292,Santa Barbara,Marian Medical Center,,.,.,.,,.,.,.,,0,0,8,,0,0,6,,9.9,17,168,,3.2,13,236,,14.6,21,179,,2,4,177,,2.2,2,90,,4.8,10,161,,2.7,4,156,,0,0,46,
293,Santa Barbara,Santa Barbara Cottage Hospital,,0,0,3,,0,0,7,,12.1,2,26,Worse,5.8,13,227,,10.1,20,235,,3.5,14,378,,10.7,55,473,,1.2,3,266,,4.9,6,133,,4.5,13,366,,1.8,7,446,,0,0,61,
294,Santa Barbara,Santa Ynez Valley Cottage Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,10.2,2,22,,0,0,4,,0,0,3,,.,.,.,,6.7,2,34,,.,.,.,,.,.,.,
295,Santa Clara,El Camino Hospital,,.,.,.,,0,0,5,,3.9,1,58,,4.5,3,41,,7.5,14,201,,2.9,13,441,,12.1,34,302,,2.2,6,311,,3.5,5,193,,6.9,26,400,Worse,2.7,7,217,,0,0,36,
296,Santa Clara,Good Samaritan Hospital – San Jose,,.,.,.,,100,2,3,Worse,0,0,4,,9.9,17,117,,4.7,9,218,,5.2,21,313,Worse,10.6,38,318,,2.8,7,207,,2.2,4,148,,6.5,19,258,,2.8,10,256,,0,0,23,
297,Santa Clara,Kaiser Foundation Hospital – San Jose,,.,.,.,,0,0,4,,0,0,6,,.,.,.,,9.4,17,157,,4.6,16,346,,10.8,27,294,,1.2,2,267,,4,5,113,,6.7,20,334,Worse,1.9,1,58,,0,0,26,
298,Santa Clara,Kaiser Foundation Hospital – Santa Clara,,0,0,6,,.,.,.,,0,0,24,,.,.,.,,8.2,35,871,,3.5,24,626,,10.9,25,281,,1.9,5,292,,4.7,6,160,,4.8,21,339,,2.5,22,1506,,0,0,42,
299,Santa Clara,O’Connor Hospital – San Jose,,.,.,.,,0,0,6,,0,0,16,,0,0,35,,4.1,7,156,,3.4,14,388,,11.3,18,178,,2.2,4,224,,3.6,3,120,,5,20,283,,1.4,4,228,,0,0,25,
300,Santa Clara,Regional Medical of San Jose,,.,.,.,,.,.,.,,.,.,.,,8.1,12,60,,6.7,22,232,,3.1,14,389,,11.1,51,297,,1.8,4,183,,3.3,3,62,,6.3,19,320,,1.6,9,255,,2.2,1,10,
301,Santa Clara,Saint Louise Regional Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,19.4,4,18,,3.3,5,135,,9.5,3,32,,3.9,2,67,,0,0,35,,3.8,4,127,,.,.,.,,.,.,.,
302,Santa Clara,Santa Clara Valley Medical Center,,.,.,.,,.,.,.,,.,.,.,,8.8,5,78,,5,8,215,,1.5,4,523,,9.5,20,297,,3.2,6,259,,0,0,46,,4.1,13,409,,2.5,3,172,,0,0,9,
303,Santa Clara,Stanford Hospital,,3,1,27,,2.6,1,37,,0,0,73,,3.4,25,764,Better,4.2,10,208,,4.2,28,465,,8.2,52,450,,1.1,5,329,,1.4,2,131,,3.6,18,428,,1.8,6,247,,1.5,1,79,
304,Santa Cruz,Dominican Hospital – Santa Cruz/Soquel,,.,.,.,,.,.,.,,.,.,.,,8.5,4,59,,10.4,17,208,,3.1,8,309,,13.1,19,212,,2.4,4,254,,0.7,1,115,,5.7,12,271,,3,11,289,,0,0,31,
305,Santa Cruz,Watsonville Community Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,6.1,3,35,,5.3,8,189,,8.3,5,71,,4,2,83,,0,0,35,,4.6,6,147,,.,.,.,,.,.,.,
306,Shasta,Mayers Memorial Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,24.1,1,9,,67.3,1,3,,0,0,3,,.,.,.,,20.7,1,21,,.,.,.,,.,.,.,
307,Shasta,Mercy Medical Center – Redding,,.,.,.,,.,.,.,,0,0,33,,7.3,5,79,,3.5,11,334,Better,3.7,18,344,,9.9,33,281,,1.5,5,188,,2.6,7,187,,3.5,16,383,,1.6,9,375,,0,0,124,
308,Shasta,Shasta Regional Medical Center,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,3.7,7,171,,1.8,9,301,,8.1,10,177,,1.8,6,187,,1.3,2,68,,0.9,4,304,Better,1.6,4,239,,0,0,44,
309,Siskiyou,Fairchild Medical Center,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,19.7,1,4,,3.6,1,28,,5.8,1,23,,0,0,44,,3.1,1,25,,6.6,6,128,,.,.,.,,0,0,5,
310,Siskiyou,Mercy Medical Center Mt. Shasta,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,0,0,8,,0,0,46,,26.6,5,20,Worse,12,2,11,,0,0,12,,8.2,4,60,,.,.,.,,0,0,6,
311,Solano,Kaiser Foundation Hospital – Rehabilitation Center Vallejo,,.,.,.,,.,.,.,,4.6,1,15,,.,.,.,,4.5,5,78,,3.8,14,343,,13.7,26,265,,3.3,5,220,,6.3,6,90,Worse,3.5,14,377,,.,.,.,,0,0,28,
312,Solano,Kaiser Foundation Hospital – Vacaville,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,1.8,1,46,,7.1,12,162,Worse,19.4,13,101,Worse,0,0,75,,1.6,1,58,,5,12,264,,.,.,.,,.,.,.,
313,Solano,North Bay Medical Center,,.,.,.,,.,.,.,,0,0,4,,.,.,.,,8.1,8,90,,3.9,6,202,,11.6,7,75,,2.2,2,82,,3.2,2,37,,5.1,10,188,,1.7,3,123,,3.2,1,13,
314,Solano,North Bay VacaValley Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,5,2,20,,3.4,4,124,,13.8,7,53,,2.8,2,68,,3.1,1,32,,4.3,8,141,,.,.,.,,.,.,.,
315,Solano,Sutter Solano Medical Center,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,4.9,2,24,,3.6,6,177,,8.2,5,104,,1.8,2,90,,1,1,35,,1.6,2,126,,.,.,.,,0,0,5,
316,Sonoma,Healdsburg District Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,8.6,1,6,,3.7,1,33,,25.8,6,29,Worse,5.2,1,18,,0,0,32,,2.8,1,47,,.,.,.,,.,.,.,
317,Sonoma,Kaiser Foundation Hospital – Santa Rosa,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,4,4,90,,2,3,161,,6.2,8,198,,2.2,3,157,,4.9,3,92,,2.7,5,212,,.,.,.,,0,0,34,
318,Sonoma,Palm Drive Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,0,0,28,,0,0,28,,0,0,29,,0,0,31,,4.7,3,70,,.,.,.,,0,0,5,
319,Sonoma,Petaluma Valley Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,7.4,7,42,,3.9,4,83,,11.5,5,38,,8.4,4,61,Worse,1.4,1,39,,9.4,10,100,Worse,.,.,.,,0,0,4,
320,Sonoma,Santa Rosa Memorial Hospital – Montgomery,,.,.,.,,.,.,.,,0,0,18,,12.8,9,27,Worse,10.6,22,231,Worse,5.7,16,293,Worse,13.6,37,256,Worse,2.6,8,217,,4.4,9,159,,5.2,16,273,,3.4,7,208,,4.9,1,35,
321,Sonoma,Sonoma Valley Hospital,,.,.,.,,.,.,.,,.,.,.,,.,.,.,,11.3,3,17,,4.2,4,64,,9.9,5,46,,2.6,1,35,,3.4,1,37,,6.4,3,57,,.,.,.,,0,0,3,
322,Sonoma,Sutter Medical Center of Santa Rosa,,.,.,.,,.,.,.,,0,0,11,,.,.,.,,3.6,4,184,,5.2,5,132,,12.1,3,42,,0,0,80,,4.2,2,34,,3.1,2,97,,2,3,223,,1.8,1,43,
323,Stanislaus,Doctors Medical Center,,.,.,.,,0,0,3,,3.5,1,25,,7.5,4,40,,7.4,29,467,,7.3,26,413,Worse,12.9,41,307,,4,8,194,,2.3,2,115,,4.8,13,326,,1.6,12,500,,1.5,2,119,
324,Stanislaus,"Emanuel Medical Center, Inc.",,.,.,.,,.,.,.,,0,0,6,,.,.,.,,6.8,9,65,,4.8,16,298,,9.5,8,126,,4.7,7,221,,2.4,2,76,,8.6,28,383,Worse,.,.,.,,2.5,1,36,
